state,city,zip_codes,latitude,longitude,id,name,review_count,categories,rating,price,high_value,agi_sum,aff_perc,count,affluent,has_tj,has_equinox,clusters
NY,New York,10017,40.7503161990978,-73.9750733399726,1nR3kKOs938gcgnw6p5wjg,Sinigual,854,"mexican,bars",3.5,2,5233774.0,5902708.0,0.8866733709341543,152,1,0,0,7
NY,New York,10036,40.754546,-73.982556,pDwhlX9jNBGnjvyGR9jYWQ,Gabriel Kreuther,422,"lounges,french",4.5,4,4610306.0,5666105.0,0.8136640602318523,187,1,0,1,7
NY,New York,10001,40.7471774721074,-73.987011312828,srhEv1OqoK9W5JRdiMWDyw,Ayza Wine & Chocolate Bar,1663,"wine_bars,desserts,mediterranean",4.0,2,1983127.0,2785807.0,0.7118680511607588,175,1,0,1,7
NY,New York,10036,40.75851,-73.98322,MmXZLVwWcYugi_TXSHmjeQ,Sushi by Bou Times Square,573,"sushi,japanese",4.5,3,4610306.0,5666105.0,0.8136640602318523,187,1,0,1,7
NY,New York,10022,40.7558937072754,-73.9715347290039,A-ert0jDRBfku9ogyW_mEg,Spice Symphony,469,"chinese,indpak,breakfast_brunch",4.5,2,10952261.0,12031917.0,0.9102673331273811,284,1,0,0,7
NY,New York,10017,40.75225,-73.98061,UB1mGugr1pvgUUP1eTNXrg,Stone Bridge Pizza & Salad,270,"pizza,salad,fooddeliveryservices",4.5,2,5233774.0,5902708.0,0.8866733709341543,152,1,0,0,7
NY,New York,10022,40.75502,-73.96913,3qIISjUYn1tbqHXi7nCLXg,Sofia Wine Bar,641,"italian,wine_bars",4.0,2,10952261.0,12031917.0,0.9102673331273811,284,1,0,0,7
NY,New York,10022,40.7562184833974,-73.9679722894107,RjeW_l8OF99rn5df5-Rj4g,Totto Ramen - Midtown East,1134,ramen,4.0,2,10952261.0,12031917.0,0.9102673331273811,284,1,0,0,7
NY,New York,10001,40.748297,-73.990649,cCesIqo-LQt0cRlZAnrAZQ,Friedman's,2415,"newamerican,gluten_free,breakfast_brunch",4.0,2,1983127.0,2785807.0,0.7118680511607588,175,1,0,1,7
NY,New York,10001,40.74828,-73.98649,JeCtYANe0eqW8xe1SN3lWg,Turntable Chicken Jazz,2013,"chicken_wings,bars,korean",4.0,2,1983127.0,2785807.0,0.7118680511607588,175,1,0,1,7
NY,New York,10022,40.75613,-73.9682,qiw9Kgsu5YVGrQL_OeDmcQ,Hide-Chan Ramen,1323,ramen,3.5,2,10952261.0,12031917.0,0.9102673331273811,284,1,0,0,7
NY,New York,10017,40.75513,-73.97245,F89nDDlYZ7wbRe8EpLCqBw,Avra Estiatorio,860,"seafood,greek,mediterranean",4.0,3,5233774.0,5902708.0,0.8866733709341543,152,1,0,0,7
NY,New York,10016,40.748089,-73.976864,ESREfCxyY9A1Wetnk47xJQ,Duke's,839,"southern,tradamerican,bars",3.5,2,6400951.0,8331163.0,0.768314219755393,197,1,1,1,7
NY,New York,10017,40.7512787394311,-73.9732972159982,ZpMOiRtDoSjbhiYYTHezMg,Luke's Lobster Midtown East,341,seafood,4.0,2,5233774.0,5902708.0,0.8866733709341543,152,1,0,0,7
NY,New York,10022,40.7559139831703,-73.9693867939228,KHdYPT0jUnUGdHGaY73mxg,Sukhumvit 51,730,thai,4.0,2,10952261.0,12031917.0,0.9102673331273811,284,1,0,0,7
NY,New York,10016,40.7463,-73.984809,IjQ2yGUKkvP0JIldT9vRFQ,Take31,580,"korean,gastropubs,breakfast_brunch",4.0,2,6400951.0,8331163.0,0.768314219755393,197,1,1,1,7
NY,New York,10017,40.7533493041992,-73.9741592407227,KJTTqIxuB0BEsYxLaYyAZw,Tonkatsu Matsunoya,393,japanese,4.0,2,5233774.0,5902708.0,0.8866733709341543,152,1,0,0,7
NY,New York,10016,40.7425771,-73.9800892,cnMNL1O_dVtCdTyQwwOwOQ,Bistango,691,"italian,bars",4.0,2,6400951.0,8331163.0,0.768314219755393,197,1,1,1,7
NY,New York,10017,40.7527323302057,-73.9705090608521,XTSScqbNujYlE7c_nHmS1g,DiSO's Italian Sandwich Society,253,"foodtrucks,italian,sandwiches",4.5,2,5233774.0,5902708.0,0.8866733709341543,152,1,0,0,7
NY,New York,10036,40.75998,-73.98671,DoSU8IPq-Py_YV3kYmXPfQ,Trattoria Trecolori,2328,italian,4.0,2,4610306.0,5666105.0,0.8136640602318523,187,1,0,1,7
NY,New York,10016,40.7498614,-73.9777215,hyveq4QHwx31tKKVZfkPOw,Ippodo Tea,198,tea,4.5,2,6400951.0,8331163.0,0.768314219755393,197,1,1,1,7
NY,New York,10016,40.743553,-73.980026,vVVmHacu2YAxKfpIjhfd1g,NORMA Gastronomia Siciliana,372,"italian,pizza",4.5,2,6400951.0,8331163.0,0.768314219755393,197,1,1,1,7
NY,New York,10016,40.747844,-73.983901,kwqOmEwWJ0D9PyCdFGE3-g,Xian Famous Foods,738,"chinese,noodles,burgers",4.0,2,6400951.0,8331163.0,0.768314219755393,197,1,1,1,7
NY,New York,10001,40.7502059936523,-73.9953231811523,-9NO2IDCJMyNGZMAQ1-VQw,NY Pizza Suprema,1993,pizza,4.0,1,1983127.0,2785807.0,0.7118680511607588,175,1,0,1,7
NY,New York,10017,40.75358,-73.97348,RdETxi25tbocKIcMiW5TxQ,Darbar Fine Indian Cuisine,565,"indpak,buffets,bars",4.0,2,5233774.0,5902708.0,0.8866733709341543,152,1,0,0,7
NY,New York,10019,40.7610060884932,-73.9767725608521,_LJFf9YqpYxvExTvVxb7Rw,The Modern,996,newamerican,4.5,4,5785799.0,7220520.0,0.8012994908953925,209,1,0,1,7
NY,New York,10011,40.7444886,-73.9969095,XskangHFq3JD9klJFuGH8w,Doughnut Plant,2487,"donuts,coffee",4.0,2,7383560.0,9080628.0,0.8131111636772258,120,1,0,1,7
NY,New York,10019,40.7681528889558,-73.9827629623657,1DfbZ0VsSCg9g1KILmnvzQ,Per Se,1650,french,4.5,4,5785799.0,7220520.0,0.8012994908953925,209,1,0,1,7
NY,New York,10018,40.7525862175813,-73.9850713153442,IOHaEgK1zDvUvB3SfKuGCw,Parker & Quinn,1343,"newamerican,bars,breakfast_brunch",4.0,2,2087031.0,2425716.0,0.8603773071538465,117,1,0,0,7
NY,New York,10016,40.7514936031,-73.9798496845097,zR92VSkXj1rt5KTJ15bkAw,Benjamin Prime,286,steak,4.5,4,6400951.0,8331163.0,0.768314219755393,197,1,1,1,7
NY,New York,10022,40.759912,-73.96964,1aD88qNRb08LGBkl84GQTA,Little Collins,817,"coffee,breakfast_brunch,sandwiches",4.5,2,10952261.0,12031917.0,0.9102673331273811,284,1,0,0,7
NY,New York,10036,40.7591968,-73.9923361,Rc1lxc5lSKJYd162JHNMfQ,Bea,2478,"newamerican,cocktailbars",4.0,2,4610306.0,5666105.0,0.8136640602318523,187,1,0,1,7
NY,New York,10036,40.757072217349,-73.9807795529175,-udRA8VRsQJoIaT-kxCrGg,Ipanema Restaurant,1372,"brazilian,portuguese,steak",4.0,2,4610306.0,5666105.0,0.8136640602318523,187,1,0,1,7
NY,New York,10017,40.75303,-73.972329,IY9NuJdUQHkTjBqZYfFNSQ,Sparks Steak House,925,steak,3.5,4,5233774.0,5902708.0,0.8866733709341543,152,1,0,0,7
NY,New York,10019,40.764291,-73.988159,MhceeLrM2_3mcKw5EGLY6A,Pure Thai Cookhouse,2502,"thai,noodles,chicken_wings",4.0,2,5785799.0,7220520.0,0.8012994908953925,209,1,0,1,7
NY,New York,10017,40.7520790100098,-73.9721755981445,v4X0_xdRmVDQ5qgyGAubHw,Pickler,347,"coffee,sandwiches,burgers",4.5,2,5233774.0,5902708.0,0.8866733709341543,152,1,0,0,7
NY,New York,10019,40.76442,-73.98169,z5hRX3iJ5Ty_S38iG_WY3Q,Tanner Smiths,1727,"cocktailbars,newamerican,speakeasies",4.5,2,5785799.0,7220520.0,0.8012994908953925,209,1,0,1,7
NY,New York,10022,40.757575,-73.970321,ntkrxOSYT5VtTL4Z5jmmeA,Ground Central,633,"coffee,salad,sandwiches",4.0,1,10952261.0,12031917.0,0.9102673331273811,284,1,0,0,7
